"citation_id","study_id","response_id","pub_journal","pub_year","pub_number_experiments","pub_primary_secondary","pub_primary_secondary_source","pub_comments","experiment","exp_pop","exp_pop_source","exp_level_random","exp_level_random_source","exp_exp_unit","exp_obs_unit","exp_random_procedure","exp_random_procedure_source","exp_treatment_cond_num","exp_treatment_cond_num_source","exp_comments","dep_present","dep_types","dep_describe","dep_comments","partial_type","partial_type_detail","partial_standardization","partial_diversity","partial_standardization_diversity_source","partial_assign","partial_assign_type","partial_assign_detail","partial_assign_source","partial_size","partial_size_avg","partial_size_min","partial_size_max","partial_comments","analytical_outcome","analytical_goal","analytical_statistical_analysis","analytical_statistical_analysis_source","analytical_outcome_type","analytical_repeated","analytical_hierarchcial","analytical_crossclassified","analytical_multimembership","analytical_partial_cluster","analytical_other","analytical_dep_detail","analytical_partial_cluster_assign","analytical_partial_cluster_assign_source","analytical_comments","journal_type","partial_nest","partial_class","exp_treatment_provider_percent","exp_treatment_group_percent","obs_treatment_provider_percent","obs_treatment_group_percent","Score"
"111570011","111570011","28848","Journal of Research on Educational Effectiveness","2021","1","Based on data that have been previously published","844, Data and Methods",NA,"1","Students entering college","844, Data and Methods","Individual","847, Table 2 in Note","Student",NA,"Block/Stratified","848, Footnote 7","2","848, Estimating Overall Treatment Effects",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Education","No-PN",NA,NA,NA,NA,NA,3
"111574026","111574026","28881","Addictive Behaviors","2021","1","First publication of the study’s results","2, Participants",NA,"1","Adult daily e-cigarette users","2, Participants","Individual","2, Procedure","Participant",NA,"Block/Stratified","2, Participants","4 (2 x 2 factorial design)","2, Procedure",NA,"Yes","Repeated measures","Repeated measures: Pre and Post Measures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cravings for cigarettes and e-cigarettes","Total Effect estimation","ANCOVA","3, Analyses","Continuous","Other",NA,NA,NA,NA,NA,NA,NA,NA,"repeated measures: conditional on pre test","Health","No-PN",NA,NA,NA,NA,NA,11
"111569030","111569030","28412","Preventive Medicine","2023","1","First publication of the study’s results","3, 2. Materials and methods",NA,"1","diabetic SD rats","1, Abstract","Individual","3, 2.1 Animals","Rats",NA,"Complete/Ratio","3, 2.1 Animals","5","3, 2.1 Animals",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Health","No-PN",NA,NA,NA,NA,NA,38
"111568108","111568108","29130","Aids and Behavior","2023","1","First publication of the study’s results","3906, Study Design",NA,"1","people living with HIV","3905, Abstract","Individual","3906, Patients Recruitment","Participant",NA,"Block/Stratified","3907, Fig 1","2","3907, Fig 1",NA,"Yes","Repeated measures,Hierarchical clustering","Repeated measures: Baseline, After 1 month, after 3 month outcome ~  Hierarchical clustering: Participants nested within clinics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"quality of life as measured in 6 domains","Total Effect estimation","generalized linear mixed model","3910, Statistical Analysis","Continuous","Robust variance estimation","Ignored",NA,NA,NA,NA,NA,NA,NA,NA,"Health","No-PN",NA,NA,NA,NA,NA,59
"111571605","111571605","28539","Journal of Research on Educational Effectiveness","2020","1","Based on data that have been previously published","388, Sample","Original Study:  Mattera, Jacob, & Morris, 2018","1","Kindergarten students in New York City","381, Abstract","Individual","388, Sample","Student",NA,"Block/Stratified","388, Sample","2","388, Sample",NA,"Yes","Partially Nested Clusters,Hierarchical clustering","Hierarchical Clustering: Student nested in classrooms nested in schools ~ Partially Nested Clusters: Treatment Students nested in clubs nested in facilitators",NA,"Treatment Provider,Group Setting","Treatment Provider: Math Club Facilitators ~ Group Setting: Math club students attended","Yes","Yes","383-384, The High 5s Program ~ 385, Club Facilitators","No","Other","Club Facilitators were assigned to schools based on travel times. Students were assigned to math clubs within schools based on logistical considerations","383-384, The High 5s Program ~ 385, Club Facilitators","Yes","Group setting: 4 students","Treatment Provider: 3 clubs","Treatment Provider: 4 clubs",NA,"math skills ~ math attitudes ~ language skills ~executive function skills.","Total Effect estimation,Moderation/effect heterogeneity","Provided regression equation","393-394, Analysis","Continuous",NA,"Fixed effects",NA,NA,"Other,Robust variance estimation,Ignored",NA,"In a robustness check partial Clusters were used to adjust standard errors. The authors present results in which partial clusters results are ignored.","Yes","394, Analysis","In the robustness check they condition on student baseline measures","Education","PN","Grouped IRD",0.5,0.5,NA,NA,36
"111567610","111567610","28356","Health Psychology","2022","2","First publication of the study’s results","632, Design and Sample",NA,"1","grocery store customers","630, Abstract","Individual","632, Procedure","Participant",NA,"Other","632, Procedure","4 (2 X 2 factorial design)","632, Design and Sample",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Health","No-PN",NA,NA,NA,NA,NA,1
"111567610","111567610","28356","Health Psychology","2022","2","First publication of the study’s results","632, Design and Sample",NA,"2","grocery store customers","634, Design and Sample","Individual","634, Design and Sample","participant",NA,"Block/Stratified","634, Design and Sample","4","Design and Sample","Had a additional condition that wasn't randomized but a comparison sample with no intervention. This is the experiment as 1 but implemented in the field rather than a online experiment.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Health","No-PN",NA,NA,NA,NA,NA,1
"111566176","111566176","28931","Journal of Educational Psychology","2023","1","First publication of the study’s results","863, Main Study","They report a pilot study is as a completely supplemental material","1","first-year undergraduates in the school of arts and social sciences","859, Abstract","Individual","865, Randomized Growth-Theory-of-Interest and Active Control Materials","Participant",NA,"Other","Unclear and can't infer because sample size per condition is not given","2","865, Randomized Growth-Theory-of-Interest and Active Control Materials",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Education","No-PN",NA,NA,NA,NA,NA,3
"111578213","111578213","27115","Prevention Science","2020","1","Based on data that have been previously published","435, Methods",NA,"1","Highschool Students","436, Study Sample","Cluster","436, Study Sample","School","Student","Block/Stratified","436, Study Sample","2","437, Figure 1","Blocks were Rape Crisis Centers","Yes","Hierarchical clustering,Partially Nested Clusters,Repeated measures","Repeated measures: 5 yearly measurements on students each year, Averaged up to the school level. ~ Hierarchical clustering: Students are nested in schools ~ Partially nested Clusters: Treatment providers worked within schools providing treatment.","From this design seems challenging to associate a student or a particular school to a treatment provider.","Treatment Provider","RapeCrisis Center educators trained to deliver the Green Dot  high school curriculum","Yes","No","436, Methods","No","Natural within Blocks/Strata","Treatment providers seem to be nested within Rape Crisis Center which is the block variable for randomization","436,  Study Sample","No",NA,NA,NA,NA,"Violence Acceptance,  Violent Events by Form for Perpetration and Victimization","Total Effect estimation,Moderation/effect heterogeneity","To estimate the longitudinal effect of the intervention with in each subgroup over time, linear mixed models included the effects of randomized condition, time (Y1 2010-Y4 2014),  baseline outcome values, and the condition x time (CxT)  interaction on violence acceptance or number of event out comes (PROC GLIMMIX with an AR (1)","438, Statistical Analysis","Continuous,Nominal category","Generalized estimating equations","Means as outcomes,Generalized estimating equations",NA,NA,"Ignored",NA,"Two analysis were done. One across school years so outcomes were at the school level and another within school year which used generalized estimating equations.",NA,NA,NA,"Health","PN","Observational Treatment Provider CRD",0,0,0.5,0,59
"111568390","111568390","29055","Health Psychology","2021","1","First publication of the study’s results","3, Design and Procedure",NA,"1","adults from general population who do not meet WHO moderate-to-vigorous physical activity standards","2,  Participants","Cluster","3, Randomization and Blinding","Dyad","Participant","Simple/Probability","3, Randomization and Blinding","4","3, Randomization and Blinding",NA,"Yes","Hierarchical clustering,Repeated measures","Repeated measures: 1 week and 36 week follow up ~ Hierarchical clustering: Participants nested within Dyads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"accelerometer-based moderate-to-vigorous physical activity (MVPA) minutes","Total Effect estimation","Linear mixed models were used to model MVPA as the continuous outcome","5, Data Analysis","Continuous","Random effects","Other",NA,NA,NA,NA,NA,NA,NA,"hierarchical clusters: Dyads were distinguishable and analyzed separately","Health","No-PN",NA,NA,NA,NA,NA,56
"111569887","111569887","26875","Journal of Consulting and Clinical Psychology","2021","1","First publication of the study’s results","144, introduction",NA,"1","Male former combatants aged 16 years or older with PTSD or appetitive aggression","145, Participants","Individual","146, Procedure","Male Combatants",NA,"Block/Stratified","146, Procedure","2","145, Figure 1","six periods of 2 months were the blocks where randomized occurred. Further stratification by severity of PTSD and appetitive aggression","Yes","Repeated measures,Hierarchical clustering,Partially Nested Clusters","Repeated measures over time.  Hierarchical clustering: Interviewers collected data in both conditions. Partially Nested Clusters: Therapists in treatment who gave individual and group therapy.",NA,"Treatment Provider,Group Setting","Therapists gave weekly group sessions in sized of 4 clients","Yes","No","148-149, Intervention","No","Natural (Non-Random)","Unclear how the process happened. Could be contained in the study protocol.",NA,"Yes","4","4","4","The size of groups was given but the number of clients that each therapist had and the number of therapists was not given.","Appetitive aggression, Current violent behavior, PTSD scales","Moderation/effect heterogeneity,Total Effect estimation","linear mixed effect models fitted with a Poisson family distribution to account for non-normally distributed data.","149, Statistical Analyses","Continuous,Discrete Counts","Random effects","Ignored",NA,NA,"Ignored",NA,NA,"No",NA,"They ignored clustering due to measurements were collected by interviewers. They also estimate Cohen’s d for their count outcome treating it as continuous.","Health","PN","Grouped IRD",0.5,0.5,NA,NA,49
"111571597","111571597","28219","Journal of Educational Research","2020","1","First publication of the study’s results","205, Method",NA,"1","highschool students in northern spain","205, Participants","Cluster","205, Participants","Classes","Student","Other","205, Participants","2","205, Participants","It seems that random assignment was done at the classroom level but the author's do not explicitly say so.","Yes","Hierarchical clustering,Repeated measures","Repeated measures: Pre post measures ~ Hierarchical clustering: Students nested in classes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"three satisfaction scales: Autonomy, Competence, Relatedness, ~  Feeling of Important scales","Total Effect estimation","MANOVA controlling for pretest","207, Data Analysis","Continuous","Other","Ignored",NA,NA,NA,NA,NA,NA,NA,"Repeated measures: Pre tests were controlled for","Education","No-PN",NA,NA,NA,NA,NA,50
"111571291","111571291","28684","Preventive Medicine","2022","1","Based on data that have been previously published","2, 2.3. Study design",NA,"1","men and women aged 50-74 years  invited for CRC screening in the Central Denmark Region","2, Study Population","Individual","2, 2.3. Study design","Participant",NA,"Simple/Probability","2, 2.3. Study design","4","2, Fig 1",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Health","No-PN",NA,NA,NA,NA,NA,61
"111578863","111578863","27453","Journal of Educational Research","2020","1","First publication of the study’s results","284, Sample","Did not make reference to other study","1","middle school students","283, Abstract","Cluster","285, Sample","School","Student","Block/Stratified","285, Sample","2","285, Sample",NA,"Yes","Partially Nested Clusters,Hierarchical clustering,Repeated measures","Repeated Measures: 4 waves of measurements for students ~ Hierarchical Clustering: Students nested within in schools ~ Partially Nested Clusters: Teachers in treatment had more training and group activites/",NA,"Group Setting,Treatment Provider","Treatment Provider: 1 group of instructors trained teachers in schools ~ Group Settings: Teachers were trained in collaborative group settings","Yes","No","285, Procedure","No","Other","The same treatment providers provided treatment to all schools. Group settings were with teachers training sessions within schools.","285, Provdure","No",NA,NA,NA,"There is only 1 group of treatment providers and group settings within schools was at the teacher level.","Engagement, Academic support, Peer relatedness Scales","Total Effect estimation,Moderation/effect heterogeneity","latent growth curve,  We fit these models and calculated the significance of the  indirect effect using Mplus 7.4 (Muthen & Muthen,  1998-2012) and Maximum Likelihood (ML) estimation with robust standard errors, which can provide unbiased estimates in the presence of missing data and/or non-normal  distributions","286, Analysis plan","Continuous","Other","Fixed effects",NA,NA,"Ignored",NA,NA,"No",NA,"Repeated Measures: handled via structural equation modeling ~ Hierarchal Clusters: The authors state Unsure how clusters were handled the authors state: sample size limitations prevented us from including random effects in the model,  so all effects were fixed.","Education","PN","Observational Group CRD",0,0,0.5,0.5,29
